0,0,0
1,3273,0
2,3522,0
3,7139,0
4,7425,0
5,7674,0
6,15542,0
7,15797,0
8,17091,0
0,17355,0
1,20346,0
2,20594,0
3,24849,0
4,25101,0
5,26341,0
6,26590,0
7,29053,0
8,29299,0
0,32950,0
1,33194,0
2,37447,0
3,37716,0
4,41338,0
5,41592,0
6,41848,0
7,42106,0
8,42355,0
0,50361,0
1,50614,0
2,50860,0
3,51111,0
4,51383,0
5,51633,0
6,51884,0
7,52134,0
8,54545,0
0,54803,0
1,55057,0
2,55305,0
3,58443,0
4,58690,0
5,62941,0
6,63195,0
7,71645,0
8,71898,0
0,79155,0
1,79410,0
2,80046,0
3,80294,0
4,84550,0
5,84802,0
6,86649,437.45
7,86898,302.02
8,88752,373.95
0,89006,402.96
1,89262,23.09
2,89516,23.09
3,89795,487.33
4,90041,515.83
5,93254,455.25
6,93516,441.86
7,93766,300.17
8,94023,392.48
0,94288,413.59
1,94537,23.09
2,94792,23.09
3,95054,494.37
4,95302,527.98
5,95550,459.76
6,97450,455.25
7,97705,300.17
8,101953,415.73
0,102218,428.69
1,102473,23.09
2,102722,23.09
3,110662,513.42
4,110908,545.29
5,121154,478.04
6,121399,471.14
7,122056,300.17
8,122302,422.18
0,124164,437.45
1,124414,23.09
2,125062,23.09
3,125306,515.83
4,127769,552.81
5,128022,480.35
6,128273,473.43
7,128529,300.17
8,129253,422.18
0,129510,437.45
1,131982,23.09
2,132230,23.09
3,136461,503.84
4,136713,535.36
5,136977,468.85
6,137240,453
7,137500,300.17
8,137745,411.45
0,140366,430.87
1,140618,23.09
2,140869,23.09
3,141122,506.22
4,144865,537.83
5,145114,471.14
6,149370,462.02
7,149639,300.17
8,150303,415.73
0,150563,433.06
1,153565,23.09
2,153821,23.09
3,158069,511.01
4,158326,540.31
5,162588,475.73
6,162838,464.29
7,163089,300.17
8,163360,417.87
0,166490,435.25
1,166737,23.09
2,170973,23.09
3,171226,511.01
4,171865,545.29
5,172111,475.73
6,172765,466.57
7,173009,300.17
8,174877,417.87
0,175140,435.25
1,179370,23.09
2,179621,23.09
3,183902,511.01
4,184153,542.8
5,187780,475.73
6,188033,466.57
7,188293,300.17
8,188554,417.87
0,192284,426.52
1,192533,23.09
2,192781,23.09
3,196449,499.09
4,196701,532.89
5,196946,466.57
6,200669,455.25
7,200925,300.17
8,201590,402.96
0,201860,426.52
1,203674,23.09
2,203917,23.09
3,205178,506.22
4,205428,532.89
5,213873,499.09
6,214121,525.54
7,214365,300.17
8,214622,453
0,215990,492.02
1,216238,23.09
2,216875,23.09
3,217121,583.55
4,217773,601.99
5,218021,523.1
6,221080,599.33
7,221324,300.17
