8,222595,511.01
0,222860,552.81
1,224678,23.09
2,224933,23.09
3,225182,662.44
4,227673,685.44
5,227920,604.65
6,228166,706.02
7,233678,300.17
8,233934,653.96
0,235190,751.66
1,235456,23.09
2,239686,23.09
3,239932,950.54
4,252586,1271.14
5,252841,1045.08
6,253495,1675.73
7,253745,300.17
8,256781,1301.33
0,257033,1629.45
1,257681,23.09
2,257935,23.09
3,258189,1772.95
4,261029,1716.61
5,261273,1342.75
6,269689,3525.48
7,269938,300.17
8,278393,3143.85
0,278657,4478.9
1,282292,23.09
2,282542,23.09
3,282807,5383.49
4,283057,4989.25
5,283311,3039.59
6,283561,7889.93
7,286799,300.17
8,287047,4958.51
0,287334,7270.2
1,287611,23.09
2,290989,23.09
3,291237,7758.85
4,291918,8235
5,292161,4478.9
6,296990,17407.76
7,297238,300.17
8,297491,8845
0,302403,11515.31
1,302649,23.09
2,303888,23.09
3,304155,12494.95
4,304405,15645.67
5,304661,8685.24
6,304919,23251.75
7,305174,300.17
8,305417,20675.78
0,305677,12962.5
1,308099,23.09
2,308345,23.09
3,308613,14988.57
4,308863,19240
5,309113,10444.12
6,309361,27804.63
7,312597,300.17
8,312860,23741.19
0,314701,16609.43
1,314950,23.09
2,325801,23.09
3,326055,18590.47
4,327917,34438.89
5,328160,19933.55
6,328409,41816.59
7,329705,300.17
8,329953,36600.03
0,330213,20675.78
1,330468,23.09
2,330717,23.09
3,330982,21066.78
4,331235,37781.91
5,331485,22328.29
6,338704,48702.45
7,338977,300.17
8,347408,45004.49
0,347713,21892.21
1,351613,23.09
2,351911,23.09
3,356176,21892.21
4,356421,48702.45
5,357000,36600.03
6,357245,48702.45
7,360898,298.32
8,361144,50782.55
0,364210,22781.14
1,364469,23.09
2,364717,23.09
3,364965,21892.21
4,365229,50782.55
5,365477,39040.04
6,368720,46782.35
7,368976,298.32
8,372605,55510.05
0,372866,22781.14
1,375911,23.09
2,376157,23.09
3,377423,21471.99
4,377683,50782.55
5,381315,40382.04
6,381561,43353.61
7,390009,298.32
8,390268,55510.05
0,390530,22328.29
1,390777,23.09
2,391033,23.09
3,391287,20675.78
4,391545,48702.45
5,391801,40382.04
6,394209,46782.35
7,394465,298.32
8,394716,58211.48
0,394985,22328.29
1,395229,23.09
2,398418,23.09
3,398669,21066.78
4,398917,46782.35
5,399167,40382.04
6,407113,43353.61
7,407380,298.32
8,408038,55510.05
0,408309,21471.99
1,408953,23.09
2,409205,23.09
3,416425,19933.55
4,416692,41816.59
5,416941,41816.59
6,417192,41816.59
7,417437,298.32
8,420624,55510.05
0,420887,20675.78
1,421136,23.09
2,421393,23.09
3,425109,19581
4,425359,40382.04
5,429024,39040.04
6,429277,39040.04
7,433529,298.32
8,433796,53043.53
0,442241,19581
1,442489,23.09
2,446125,23.09
3,446373,18590.47
4,450625,37781.91
5,450889,35487.68
6,451141,40382.04
7,451401,298.32
8,451653,55510.05
0,451917,19933.55
1,452165,23.09
2,452417,24.33
3,454831,19933.55
4,455084,37781.91
5,455371,34438.89
6,455617,39040.04
7,463529,298.32
8,463773,53043.53
0,467435,18910
1,467684,23.09
2,467933,23.09
3,468185,18910
4,471933,34438.89
5,472183,32511.38
6,472443,46782.35
7,472693,300.17
8,480633,53043.53
0,480897,19240
1,484547,23.09
2,484801,23.09
3,486021,21471.99
4,486268,32511.38
5,487529,29981.47
6,487772,37781.91
7,488017,298.32
8,488264,53043.53
0,488538,21892.21
1,493536,23.09
2,493792,23.09
3,494044,21892.21
4,494297,33448.37
5,497453,29220.46
6,497707,35487.68
7,501928,298.32
8,502188,50782.55
0,502450,21892.21
1,502716,23.09
2,506446,23.09
3,506693,19581
4,507324,37781.91
5,507568,28495.69
6,510633,41816.59
7,510882,298.32
8,514525,48702.45
0,514788,20675.78
1,515037,23.09
2,515306,23.09
3,519033,19581
4,519292,34438.89
5,519546,32511.38
6,519805,36600.03
7,520057,298.32
8,520308,48702.45
0,527745,19581
1,527994,23.09
2,528248,23.09
3,528534,19240
4,529680,32511.38
5,529933,30781.51
6,531932,32511.38
7,532192,298.32
8,532444,50782.55
0,532724,20298.27
1,535825,23.09
2,536068,23.09
3,540329,19933.55
4,540585,31623.72
5,544837,31623.72
6,545107,29981.47
7,549961,298.32
8,550213,46782.35
0,553268,19240
1,553513,23.09
2,557740,23.09
3,557996,17980.92
4,558252,37781.91
5,558504,29220.46
6,567633,32511.38
7,567891,298.32
8,570332,45004.49
0,570585,17980.92
1,578432,23.09
2,578681,23.09
3,578928,21066.78
4,583269,30781.51
5,583521,35487.68
6,583793,27804.63
7,584041,298.32
8,584728,41816.59
0,584985,22781.14
1,585249,23.09
2,587750,23.09
3,588000,20298.27
4,588253,30781.51
5,588500,34438.89
6,588748,29220.46
7,589004,298.32
8,589255,43353.61
0,591641,21471.99
1,591888,23.09
2,593737,23.09
3,593979,19581
4,594236,30781.51
5,596136,32511.38
6,596385,28495.69
7,596632,298.32
8,596885,45004.49
0,597180,21066.78
1,597469,23.09
2,597726,23.09
3,597990,19933.55
4,598255,41816.59
5,600659,32511.38
6,600908,29220.46
7,601157,298.32
8,601414,45004.49
0,601688,20675.78
1,601963,23.09
2,604536,23.09
3,604825,19240
4,606032,45004.49
5,606313,32511.38
6,608736,28495.69
7,608988,298.32
8,615644,40382.04
0,615901,19581
1,616174,23.09
2,617440,23.09
3,617692,18910
4,621944,34438.89
5,622200,32511.38
6,622456,25911.72
7,622731,298.32
8,627640,39040.04
0,627897,21066.78
1,628148,23.09
2,630388,23.09
3,630638,20298.27
4,634844,31623.72
5,635096,29981.47
6,647750,22328.29
7,648005,298.32
8,651640,34438.89
0,651901,18590.47
1,652152,23.09
2,652408,23.09
3,652664,19581
4,652920,27804.63
5,656143,37781.91
6,656391,22781.14
7,656655,298.32
8,656904,35487.68
0,657649,18910
1,657899,23.09
2,660344,23.09
3,660608,18910
4,660857,41816.59
5,661116,36600.03
6,661365,24250.6
7,661613,298.32
8,664848,37781.91
0,665105,18910
1,665360,23.09
2,665608,23.09
3,669353,18280.93
4,669596,35487.68
5,672644,31623.72
6,672900,23251.75
7,673577,298.32
8,673833,35487.68
0,675665,17980.92
1,675918,23.09
2,676168,23.09
3,676421,18590.47
4,676664,45004.49
5,684656,29220.46
6,684900,24781.24
7,686148,298.32
8,686396,36600.03
