0,0,0.0
1,3273,0.0
2,3522,0.0
3,7139,0.0
4,7425,0.0
5,7674,0.0
6,15542,0.0
7,15797,0.0
8,17091,0.0
0,17355,0.0
1,20346,0.0
2,20594,0.0
3,24849,0.0
4,25101,0.0
5,26341,0.0
6,26590,0.0
7,29053,0.0
8,29299,0.0
0,32950,0.0
1,33194,0.0
2,37447,0.0
3,37716,0.0
4,41338,0.0
5,41592,0.0
6,41848,0.0
7,42106,0.0
8,42355,0.0
0,50361,0.0
1,50614,0.0
2,50860,0.0
3,51111,0.0
4,51383,0.0
5,51633,0.0
6,51884,0.0
7,52134,0.0
8,54545,0.0
0,54803,0.0
1,55057,0.0
2,55305,0.0
3,58443,0.0
4,58690,0.0
5,62941,0.0
6,63195,0.0
7,71645,0.0
8,71898,0.0
0,79155,0.0
1,79410,0.0
2,80046,0.0
3,80294,0.0
4,84550,0.0
5,84802,0.0
6,86649,656.175
7,86898,453.03
8,88752,560.925
0,89006,604.4399999999999
1,89262,34.635
2,89516,34.635
3,89795,730.995
4,90041,773.7450000000001
5,93254,682.875
6,93516,662.79
7,93766,450.255
8,94023,588.72
0,94288,620.385
1,94537,34.635
2,94792,34.635
3,95054,741.5550000000001
4,95302,791.97
5,95550,689.64
6,97450,682.875
7,97705,450.255
8,101953,623.595
0,102218,643.035
1,102473,34.635
2,102722,34.635
3,110662,770.1299999999999
4,110908,817.935
5,121154,717.0600000000001
6,121399,706.71
7,122056,450.255
8,122302,633.27
0,124164,656.175
1,124414,34.635
2,125062,34.635
3,125306,773.7450000000001
4,127769,829.2149999999999
5,128022,720.5250000000001
6,128273,710.145
7,128529,450.255
8,129253,633.27
0,129510,656.175
1,131982,34.635
2,132230,34.635
3,136461,755.76
4,136713,803.04
5,136977,703.2750000000001
6,137240,679.5
7,137500,450.255
8,137745,617.175
0,140366,646.3050000000001
1,140618,34.635
2,140869,34.635
3,141122,759.33
4,144865,806.7450000000001
5,145114,706.71
6,149370,693.03
7,149639,450.255
8,150303,623.595
0,150563,649.59
1,153565,34.635
2,153821,34.635
3,158069,766.515
4,158326,810.4649999999999
5,162588,713.595
6,162838,696.4350000000001
7,163089,450.255
8,163360,626.8050000000001
0,166490,652.875
1,166737,34.635
2,170973,34.635
3,171226,766.515
4,171865,817.935
5,172111,713.595
6,172765,699.855
7,173009,450.255
8,174877,626.8050000000001
0,175140,652.875
1,179370,34.635
2,179621,34.635
3,183902,766.515
4,184153,814.1999999999999
5,187780,713.595
6,188033,699.855
7,188293,450.255
8,188554,626.8050000000001
0,192284,639.78
1,192533,34.635
2,192781,34.635
3,196449,748.635
4,196701,799.335
5,196946,699.855
6,200669,682.875
7,200925,450.255
8,201590,604.4399999999999
0,201860,639.78
1,203674,34.635
2,203917,34.635
3,205178,759.33
4,205428,799.335
5,213873,748.635
6,214121,788.31
7,214365,450.255
8,214622,679.5
0,215990,738.03
1,216238,34.635
2,216875,34.635
3,217121,875.3249999999999
4,217773,902.985
5,218021,784.6500000000001
6,221080,898.9950000000001
7,221324,450.255
8,222595,766.515
0,222860,829.2149999999999
1,224678,34.635
2,224933,34.635
3,225182,993.6600000000001
4,227673,1028.16
5,227920,906.9749999999999
6,228166,1059.03
7,233678,450.255
8,233934,980.94
0,235190,1127.49
1,235456,34.635
2,239686,34.635
3,239932,1425.81
4,252586,1906.71
5,252841,1567.62
6,253495,2513.5950000000003
7,253745,450.255
8,256781,1951.995
0,257033,2444.175
1,257681,34.635
2,257935,34.635
3,258189,2659.425
4,261029,2574.915
5,261273,2014.125
6,269689,5288.22
7,269938,450.255
8,278393,4715.775
0,278657,6718.349999999999
1,282292,34.635
2,282542,34.635
3,282807,8075.235
